restriction_id,from_lat,from_lon,to_lat,to_lon,speed_limit_kmph,route,direction,description 
166,19.72395,73.63656,19.69142,73.59093,110,JL-CSMT,UP,mmr-igp
167,19.69288,73.57284,19.69462,73.56015,15,JL-CSMT,UP,mmr-igp
168,19.70084,73.52024,19.70125,73.51181,30,JL-CSMT,UP,igp-ksra
169,19.67947,73.4918,19.67458,73.48629,30,JL-CSMT,UP,igp-ksra
170,19.66386,73.48086,19.65741,73.481,35,JL-CSMT,UP,igp-ksra
171,19.65186,73.47425,19.64989,73.47362,25,JL-CSMT,UP,igp-ksra
172,19.64989,73.47362,19.6380319,73.4686661,75,JL-CSMT,UP,igp-ksra
173,19.64062,73.46943,19.635355,73.4663791,75,JL-CSMT,UP,ksra-kyn
174,19.60852,73.40441,19.5990991,73.3995623,100,JL-CSMT,UP,ksra-kyn
175,19.58285,73.39632,19.577882,73.3826266,80,JL-CSMT,UP,ksra-kyn
176,19.5089756,73.3271064,19.5035923,73.3282641,80,JL-CSMT,UP,ksra-kyn
177,19.48471,73.31738,19.47784228,73.31220072,85,JL-CSMT,UP,ksra-kyn
178,19.47625,73.30926,19.477642,73.3121942,100,JL-CSMT,UP,ksra-kyn
179,19.40914,73.27291,19.4044105,73.2645939,75,JL-CSMT,UP,ksra-kyn
180,19.35604,73.21705,19.348463,73.2125803,85,JL-CSMT,UP,ksra-kyn
181,19.3002,73.20534,19.29036,73.2015928,90,JL-CSMT,UP,ksra-kyn
182,19.28779,73.20026,19.2821194,73.1921491,85,JL-CSMT,UP,ksra-kyn
183,19.23975,73.14529,19.2385876,73.1400029,60,JL-CSMT,UP,ksra-kyn
184,19.18532,73.03467,19.20378,73.01926,100,JL-CSMT,UP,kyn-csmt
185,19.20378,73.01926,19.20586,73.01551,85,JL-CSMT,UP,kyn-csmt
186,19.20586,73.01551,19.19979,73.00241,95,JL-CSMT,UP,kyn-csmt
187,19.18766,72.98077,19.18477,72.97162,80,JL-CSMT,UP,kyn-csmt
188,19.02695,72.85013,19.01995905,72.84497803,60,JL-CSMT,UP,kyn-csmt
189,19.00792,72.83688,18.99994,72.83338,80,JL-CSMT,UP,kyn-csmt
190,18.98018,72.83282,18.97454,72.83287,65,JL-CSMT,UP,kyn-csmt
191,18.97358,72.83287,18.96537,72.83762,65,JL-CSMT,UP,kyn-csmt
192,18.96537,72.83762,18.95897,72.83928,50,JL-CSMT,UP,kyn-csmt
193,18.95897,72.83928,18.95112,72.83843,60,JL-CSMT,UP,kyn-csmt
194,18.95112,72.83843,18.9445291,72.8357036,30,JL-CSMT,UP,kyn-csmt
195,18.95071,72.83845,18.946764,72.8376299,15,JL-CSMT,UP,kyn-csmt
196,19.2025237,73.0055572,19.2052626,73.0170686,95,LTT-JL,DN,ltt-kyn
197,19.2052626,73.0170686,19.1999952,73.0222114,85,LTT-JL,DN,ltt-kyn
198,19.1999952,73.0222114,19.186468,73.037127,100,LTT-JL,DN,ltt-kyn
199,19.2328096,73.1233412,19.23600336,73.13264031,65,LTT-JL,DN,ltt-kyn
200,19.29484,73.20268,19.3045695,73.211849,85,LTT-JL,DN,kyn-ksra
201,19.353349,73.213691,19.35749,73.22105,90,LTT-JL,DN,kyn-ksra
202,19.40787,73.26908,19.41004,73.27719,80,LTT-JL,DN,kyn-ksra
203,19.47389,73.30394,19.48057,73.31394,95,LTT-JL,DN,kyn-ksra
204,19.48057,73.31394,19.4865411,73.3228478,80,LTT-JL,DN,kyn-ksra
205,19.50778,73.32696,19.51579,73.33267,85,LTT-JL,DN,kyn-ksra
206,19.64087087,73.46936485,19.64620442,73.47200933,50,LTT-JL,DN,kyn-ksra
207,19.68022,73.49216,19.68693,73.49555,30,LTT-JL,DN,ksra-igp
208,19.70327,73.52368,19.70174,73.52951,45,LTT-JL,DN,ksra-igp
209,19.69769,73.55307,19.69302,73.57202,15,LTT-JL,DN,ksra-igp
210,19.693415,73.595918,19.726641,73.637868,110,LTT-JL,DN,igp-mmr
211,19.726641,73.637868,19.739396,73.639238,95,LTT-JL,DN,igp-mmr
212,19.739396,73.639238,19.78138,73.66234,110,LTT-JL,DN,igp-mmr
213,19.78138,73.66234,19.79961,73.67195,85,LTT-JL,DN,igp-mmr
214,19.79961,73.67195,19.82733,73.79016,110,LTT-JL,DN,igp-mmr
215,19.82733,73.79016,19.83547,73.79163,100,LTT-JL,DN,igp-mmr
216,19.83547,73.79163,19.872073,73.817616,110,LTT-JL,DN,igp-mmr
217,19.939238,73.840241,19.959121,73.844703,110,LTT-JL,DN,igp-mmr
218,19.979857,73.87096,19.991439,73.876213,115,LTT-JL,DN,igp-mmr
219,20.045372,73.971065,20.048318,73.977361,110,LTT-JL,DN,igp-mmr
220,20.083347,74.05056,20.110411,74.114885,110,LTT-JL,DN,igp-mmr
221,20.110411,74.114885,20.15384,74.223464,115,LTT-JL,DN,igp-mmr
222,20.180039,74.27905,20.182398,74.287455,110,LTT-JL,DN,igp-mmr
223,20.207593,74.336102,20.212616,74.345714,110,LTT-JL,DN,igp-mmr
224,20.237616,74.40743,20.239362,74.416243,110,LTT-JL,DN,igp-mmr
225,20.245021,74.42451,20.24014,74.41773,110,JL-LTT,UP,mmr-igp
226,20.209551,74.339983,20.206275,74.333732,110,JL-LTT,UP,mmr-igp
227,20.181257,74.282792,20.178015,74.274929,110,JL-LTT,UP,mmr-igp
228,20.15159,74.218773,20.146314,74.194758,110,JL-LTT,UP,mmr-igp
229,20.125509,74.14538,20.102198,74.087654,115,JL-LTT,UP,mmr-igp
230,20.102198,74.087654,20.034962,73.949488,110,JL-LTT,UP,mmr-igp
231,19.98658,73.87574,19.98083,73.87284,80,JL-LTT,UP,mmr-igp
232,19.95481,73.84382,19.93868,73.84023,80,JL-LTT,UP,mmr-igp
233,19.93868,73.84023,19.937165,73.839919,110,JL-LTT,UP,mmr-igp
234,19.875555,73.827481,19.8235,73.70616,110,JL-LTT,UP,mmr-igp
235,19.8235,73.70616,19.81674,73.69921,75,JL-LTT,UP,mmr-igp
236,19.81674,73.69921,19.8037,73.6822,100,JL-LTT,UP,mmr-igp
237,19.8037,73.6822,19.79543,73.67232,95,JL-LTT,UP,mmr-igp
238,19.79543,73.67232,19.77951,73.66118,85,JL-LTT,UP,mmr-igp
239,19.77951,73.66118,19.73505,73.64026,110,JL-LTT,UP,mmr-igp
240,19.73505,73.64026,19.72395,73.63656,90,JL-LTT,UP,mmr-igp
241,19.72395,73.63656,19.69142,73.59093,110,JL-LTT,UP,mmr-igp
242,19.69288,73.57284,19.69462,73.56015,15,JL-LTT,UP,mmr-igp
243,19.70084,73.52024,19.70125,73.51181,30,JL-LTT,UP,igp-ksra
244,19.67947,73.4918,19.67458,73.48629,30,JL-LTT,UP,igp-ksra
245,19.66386,73.48086,19.65741,73.481,35,JL-LTT,UP,igp-ksra
246,19.65186,73.47425,19.64989,73.47362,25,JL-LTT,UP,igp-ksra
247,19.64989,73.47362,19.6380319,73.4686661,75,JL-LTT,UP,igp-ksra
248,19.64062,73.46943,19.635355,73.4663791,75,JL-LTT,UP,ksra-kyn
249,19.60852,73.40441,19.5990991,73.3995623,100,JL-LTT,UP,ksra-kyn
250,19.58285,73.39632,19.577882,73.3826266,80,JL-LTT,UP,ksra-kyn
251,19.5089756,73.3271064,19.5035923,73.3282641,80,JL-LTT,UP,ksra-kyn
252,19.48471,73.31738,19.47784228,73.31220072,85,JL-LTT,UP,ksra-kyn
253,19.47625,73.30926,19.477642,73.3121942,100,JL-LTT,UP,ksra-kyn
254,19.40914,73.27291,19.4044105,73.2645939,75,JL-LTT,UP,ksra-kyn
255,19.35604,73.21705,19.348463,73.2125803,85,JL-LTT,UP,ksra-kyn
256,19.3002,73.20534,19.29036,73.2015928,90,JL-LTT,UP,ksra-kyn
257,19.28779,73.20026,19.2821194,73.1921491,85,JL-LTT,UP,ksra-kyn
258,19.23975,73.14529,19.2385876,73.1400029,60,JL-LTT,UP,ksra-kyn
259,19.18532,73.03467,19.20378,73.01926,100,JL-LTT,UP,kyn-ltt
260,19.20378,73.01926,19.20586,73.01551,85,JL-LTT,UP,kyn-ltt
261,19.20586,73.01551,19.19979,73.00241,95,JL-LTT,UP,kyn-ltt
262,19.18766,72.98077,19.18477,72.97162,80,JL-LTT,UP,kyn-ltt
263,18.9528335,72.8382871,18.9571656,72.8386147,70,CSMT-RN,DN,csmt-dw
264,18.9635702,72.8389997,18.9695334,72.8337834,60,CSMT-RN,DN,csmt-dw
265,18.9708535,72.8332235,18.9787206,72.8328779,60,CSMT-RN,DN,csmt-dw
266,19.00497,72.83501,19.01275,72.8399,80,CSMT-RN,DN,csmt-dw
267,19.0296553,72.8517695,19.0361707,72.8561189,65,CSMT-RN,DN,csmt-dw
268,19.0801853,72.8983858,19.0835601,72.9043999,65,CSMT-RN,DN,csmt-dw
269,19.2025237,73.0055572,19.2052626,73.0170686,95,CSMT-RN,DN,csmt-dw
270,19.2052626,73.0170686,19.1999952,73.0222114,85,CSMT-RN,DN,csmt-dw
271,19.1999952,73.0222114,19.186468,73.037127,100,CSMT-RN,DN,csmt-dw
272,19.19047,73.04674,19.1888,73.05601,75,CSMT-RN,DN,dw-roha
273,19.186547,73.060481,19.18050621,73.06673688,100,CSMT-RN,DN,dw-roha
274,19.173476,73.072862,19.16447,73.07714,95,CSMT-RN,DN,dw-roha
275,19.147775,73.083169,19.13676838,73.08266356,80,CSMT-RN,DN,dw-roha
276,19.14297,73.082884,19.13618439,73.08262453,95,CSMT-RN,DN,dw-roha
277,19.06832,73.09272,19.06113,73.09781,95,CSMT-RN,DN,dw-roha
278,19.044216,73.112123,19.03112,73.1147,95,CSMT-RN,DN,dw-roha
279,18.99829,73.11582,18.99278,73.11964,75,CSMT-RN,DN,dw-roha
280,18.876311,73.154155,18.86756,73.15374,100,CSMT-RN,DN,dw-roha
281,18.828845,73.08825,18.81994,73.08673,105,CSMT-RN,DN,dw-roha
282,18.815305,73.086235,18.79552,73.07873,60,CSMT-RN,DN,dw-roha
283,18.711563,73.053929,18.70104,73.05027,95,CSMT-RN,DN,dw-roha
284,18.55481,73.1324,18.54072,73.1407,65,CSMT-RN,DN,dw-roha
285,18.536778,73.142061,18.52718,73.13692,50,CSMT-RN,DN,dw-roha
286,18.465385,73.105239,18.45387,73.11012,65,CSMT-RN,DN,dw-roha
287,18.451248,73.112883,18.447704,73.120621,100,CSMT-RN,DN,dw-roha
288,18.447704,73.120621,18.44667,73.12478,75,CSMT-RN,DN,dw-roha
289,18.44667,73.12478,18.44429,73.13328,50,CSMT-RN,DN,dw-roha
290,18.448641,73.117142,18.47635,73.10867,65,RN-CSMT,UP,roha-dw
291,18.50332,73.118824,18.52824,73.13667,65,RN-CSMT,UP,roha-dw
292,18.531149,73.139898,18.54153,73.14044,50,RN-CSMT,UP,roha-dw
293,18.544879,73.139429,18.55966,73.12859,65,RN-CSMT,UP,roha-dw
294,18.715369,73.060393,18.72214,73.07756,85,RN-CSMT,UP,roha-dw
295,18.827027,73.087446,18.83846,73.09794,60,RN-CSMT,UP,roha-dw
296,18.84218,73.107954,18.85292,73.13774,80,RN-CSMT,UP,roha-dw
297,18.852955,73.137741,18.86612,73.15343,60,RN-CSMT,UP,roha-dw
298,18.898111,73.151754,18.91893,73.15024,95,RN-CSMT,UP,roha-dw
299,18.962684,73.14426,18.97101,73.13984,95,RN-CSMT,UP,roha-dw
300,18.983354,73.129535,18.98665,73.12608,15,RN-CSMT,UP,roha-dw
301,18.99483,73.11727,19.00499,73.11536,80,RN-CSMT,UP,roha-dw
302,19.03826,73.11444,19.04834,73.10722,95,RN-CSMT,UP,roha-dw
303,19.06737,73.09295,19.07486,73.08973,95,RN-CSMT,UP,roha-dw
304,19.13952,73.08222,19.14749,73.08282,95,RN-CSMT,UP,roha-dw
305,19.14386,73.08279,19.15416,73.08055,80,RN-CSMT,UP,roha-dw
306,19.16973,73.07527,19.17579,73.07073,95,RN-CSMT,UP,roha-dw
